Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Glazing Area,Glazing Area Distribution,Combined Load
0.66,759.5,318.5,220.5,3.5,4,0.25,3,28.880000000000003
0.66,759.5,318.5,220.5,3.5,5,0.25,3,29.1
0.64,784.0,343.0,220.5,3.5,2,0.25,3,36.7
0.64,784.0,343.0,220.5,3.5,3,0.25,3,36.96
0.64,784.0,343.0,220.5,3.5,4,0.25,3,37.120000000000005
0.64,784.0,343.0,220.5,3.5,5,0.25,3,37.14
0.62,808.5,367.5,220.5,3.5,2,0.25,3,28.8
0.62,808.5,367.5,220.5,3.5,3,0.25,3,29.3
0.62,808.5,367.5,220.5,3.5,4,0.25,3,28.84
0.62,808.5,367.5,220.5,3.5,5,0.25,3,28.34
0.98,514.5,294.0,110.25,7.0,2,0.25,4,58.31
0.98,514.5,294.0,110.25,7.0,3,0.25,4,58.14
0.98,514.5,294.0,110.25,7.0,4,0.25,4,58.34
0.98,514.5,294.0,110.25,7.0,5,0.25,4,58.74
0.9,563.5,318.5,122.5,7.0,2,0.25,4,64.78999999999999
0.9,563.5,318.5,122.5,7.0,3,0.25,4,68.81
0.9,563.5,318.5,122.5,7.0,4,0.25,4,68.22999999999999
0.9,563.5,318.5,122.5,7.0,5,0.25,4,66.44
0.86,588.0,294.0,147.0,7.0,2,0.25,4,58.92
0.86,588.0,294.0,147.0,7.0,3,0.25,4,62.61
0.86,588.0,294.0,147.0,7.0,4,0.25,4,63.01
0.86,588.0,294.0,147.0,7.0,5,0.25,4,58.19
0.82,612.5,318.5,147.0,7.0,2,0.25,4,51.96
0.82,612.5,318.5,147.0,7.0,3,0.25,4,54.39
0.82,612.5,318.5,147.0,7.0,4,0.25,4,54.19
0.82,612.5,318.5,147.0,7.0,5,0.25,4,53.34
0.79,637.0,343.0,147.0,7.0,2,0.25,4,76.25999999999999
0.79,637.0,343.0,147.0,7.0,3,0.25,4,84.32
0.79,637.0,343.0,147.0,7.0,4,0.25,4,82.49
0.79,637.0,343.0,147.0,7.0,5,0.25,4,77.38
0.76,661.5,416.5,122.5,7.0,2,0.25,4,74.15
0.76,661.5,416.5,122.5,7.0,3,0.25,4,73.21000000000001
0.76,661.5,416.5,122.5,7.0,4,0.25,4,73.86
0.76,661.5,416.5,122.5,7.0,5,0.25,4,73.77
0.74,686.0,245.0,220.5,3.5,2,0.25,4,27.240000000000002
0.74,686.0,245.0,220.5,3.5,3,0.25,4,27.54
0.74,686.0,245.0,220.5,3.5,4,0.25,4,27.21
0.74,686.0,245.0,220.5,3.5,5,0.25,4,27.78
0.71,710.5,269.5,220.5,3.5,2,0.25,4,27.03
0.71,710.5,269.5,220.5,3.5,3,0.25,4,27.58
0.71,710.5,269.5,220.5,3.5,4,0.25,4,27.369999999999997
0.71,710.5,269.5,220.5,3.5,5,0.25,4,27.92
0.69,735.0,294.0,220.5,3.5,2,0.25,4,28.28
0.69,735.0,294.0,220.5,3.5,3,0.25,4,28.68
0.69,735.0,294.0,220.5,3.5,4,0.25,4,28.5
0.69,735.0,294.0,220.5,3.5,5,0.25,4,28.99
0.66,759.5,318.5,220.5,3.5,2,0.25,4,28.9
0.66,759.5,318.5,220.5,3.5,3,0.25,4,28.59
0.66,759.5,318.5,220.5,3.5,4,0.25,4,29.03
0.66,759.5,318.5,220.5,3.5,5,0.25,4,29.060000000000002
0.64,784.0,343.0,220.5,3.5,2,0.25,4,36.64
0.64,784.0,343.0,220.5,3.5,3,0.25,4,36.45
0.64,784.0,343.0,220.5,3.5,4,0.25,4,36.93
0.64,784.0,343.0,220.5,3.5,5,0.25,4,36.519999999999996
0.62,808.5,367.5,220.5,3.5,2,0.25,4,29.740000000000002
0.62,808.5,367.5,220.5,3.5,3,0.25,4,30.17
0.62,808.5,367.5,220.5,3.5,4,0.25,4,29.68
0.62,808.5,367.5,220.5,3.5,5,0.25,4,30.03
0.98,514.5,294.0,110.25,7.0,2,0.25,5,58.22
0.98,514.5,294.0,110.25,7.0,3,0.25,5,58.349999999999994
0.98,514.5,294.0,110.25,7.0,4,0.25,5,58.15
0.98,514.5,294.0,110.25,7.0,5,0.25,5,58.81
0.9,563.5,318.5,122.5,7.0,2,0.25,5,65.38
0.9,563.5,318.5,122.5,7.0,3,0.25,5,64.31
0.9,563.5,318.5,122.5,7.0,4,0.25,5,68.72
0.9,563.5,318.5,122.5,7.0,5,0.25,5,68.08
0.86,588.0,294.0,147.0,7.0,2,0.25,5,57.730000000000004
0.86,588.0,294.0,147.0,7.0,3,0.25,5,58.519999999999996
0.86,588.0,294.0,147.0,7.0,4,0.25,5,62.459999999999994
0.86,588.0,294.0,147.0,7.0,5,0.25,5,62.86
0.82,612.5,318.5,147.0,7.0,2,0.25,5,52.230000000000004
0.82,612.5,318.5,147.0,7.0,3,0.25,5,51.25
0.82,612.5,318.5,147.0,7.0,4,0.25,5,53.91
0.82,612.5,318.5,147.0,7.0,5,0.25,5,53.629999999999995
0.79,637.0,343.0,147.0,7.0,2,0.25,5,77.43
0.79,637.0,343.0,147.0,7.0,3,0.25,5,76.49
0.79,637.0,343.0,147.0,7.0,4,0.25,5,84.28999999999999
0.79,637.0,343.0,147.0,7.0,5,0.25,5,82.38
0.76,661.5,416.5,122.5,7.0,2,0.25,5,72.62
0.76,661.5,416.5,122.5,7.0,3,0.25,5,73.65
0.76,661.5,416.5,122.5,7.0,4,0.25,5,71.78999999999999
0.76,661.5,416.5,122.5,7.0,5,0.25,5,72.85
0.74,686.0,245.0,220.5,3.5,2,0.25,5,26.6
0.74,686.0,245.0,220.5,3.5,3,0.25,5,26.25
0.74,686.0,245.0,220.5,3.5,4,0.25,5,26.450000000000003
0.74,686.0,245.0,220.5,3.5,5,0.25,5,26.049999999999997
0.71,710.5,269.5,220.5,3.5,2,0.25,5,27.54
0.71,710.5,269.5,220.5,3.5,3,0.25,5,26.9
0.71,710.5,269.5,220.5,3.5,4,0.25,5,27.48
0.71,710.5,269.5,220.5,3.5,5,0.25,5,27.240000000000002
0.69,735.0,294.0,220.5,3.5,2,0.25,5,27.61
0.69,735.0,294.0,220.5,3.5,3,0.25,5,27.09
0.69,735.0,294.0,220.5,3.5,4,0.25,5,27.4
0.69,735.0,294.0,220.5,3.5,5,0.25,5,27.07
0.66,759.5,318.5,220.5,3.5,2,0.25,5,28.759999999999998
0.66,759.5,318.5,220.5,3.5,3,0.25,5,28.85
0.66,759.5,318.5,220.5,3.5,4,0.25,5,28.58
0.66,759.5,318.5,220.5,3.5,5,0.25,5,29.08
0.64,784.0,343.0,220.5,3.5,2,0.25,5,36.86
0.64,784.0,343.0,220.5,3.5,3,0.25,5,36.870000000000005
0.64,784.0,343.0,220.5,3.5,4,0.25,5,36.95
0.64,784.0,343.0,220.5,3.5,5,0.25,5,37.21
0.62,808.5,367.5,220.5,3.5,2,0.25,5,28.869999999999997
0.62,808.5,367.5,220.5,3.5,3,0.25,5,28.6
0.62,808.5,367.5,220.5,3.5,4,0.25,5,28.77
0.62,808.5,367.5,220.5,3.5,5,0.25,5,28.61
0.98,514.5,294.0,110.25,7.0,2,0.4,1,65.63
0.98,514.5,294.0,110.25,7.0,3,0.4,1,65.6
0.98,514.5,294.0,110.25,7.0,4,0.4,1,65.32
0.98,514.5,294.0,110.25,7.0,5,0.4,1,65.57
0.9,563.5,318.5,122.5,7.0,2,0.4,1,75.75
0.9,563.5,318.5,122.5,7.0,3,0.4,1,73.62
0.9,563.5,318.5,122.5,7.0,4,0.4,1,72.58
0.9,563.5,318.5,122.5,7.0,5,0.4,1,76.95
0.86,588.0,294.0,147.0,7.0,2,0.4,1,67.88
0.86,588.0,294.0,147.0,7.0,3,0.4,1,63.05
0.86,588.0,294.0,147.0,7.0,4,0.4,1,63.790000000000006
0.86,588.0,294.0,147.0,7.0,5,0.4,1,68.02
0.82,612.5,318.5,147.0,7.0,2,0.4,1,60.93
0.82,612.5,318.5,147.0,7.0,3,0.4,1,59.04
0.82,612.5,318.5,147.0,7.0,4,0.4,1,58.519999999999996
0.82,612.5,318.5,147.0,7.0,5,0.4,1,62.19
0.79,637.0,343.0,147.0,7.0,2,0.4,1,86.69
0.79,637.0,343.0,147.0,7.0,3,0.4,1,81.69
0.79,637.0,343.0,147.0,7.0,4,0.4,1,80.85
0.79,637.0,343.0,147.0,7.0,5,0.4,1,88.61
0.76,661.5,416.5,122.5,7.0,2,0.4,1,80.33
0.76,661.5,416.5,122.5,7.0,3,0.4,1,80.82
0.76,661.5,416.5,122.5,7.0,4,0.4,1,81.34
0.76,661.5,416.5,122.5,7.0,5,0.4,1,79.91
0.74,686.0,245.0,220.5,3.5,2,0.4,1,31.46
0.74,686.0,245.0,220.5,3.5,3,0.4,1,31.86
0.74,686.0,245.0,220.5,3.5,4,0.4,1,31.53
0.74,686.0,245.0,220.5,3.5,5,0.4,1,31.8
0.71,710.5,269.5,220.5,3.5,2,0.4,1,31.61
0.71,710.5,269.5,220.5,3.5,3,0.4,1,32.11
0.71,710.5,269.5,220.5,3.5,4,0.4,1,31.62
0.71,710.5,269.5,220.5,3.5,5,0.4,1,32.05
0.69,735.0,294.0,220.5,3.5,2,0.4,1,31.009999999999998
0.69,735.0,294.0,220.5,3.5,3,0.4,1,31.7
0.69,735.0,294.0,220.5,3.5,4,0.4,1,31.29
0.69,735.0,294.0,220.5,3.5,5,0.4,1,31.619999999999997
0.66,759.5,318.5,220.5,3.5,2,0.4,1,33.370000000000005
0.66,759.5,318.5,220.5,3.5,3,0.4,1,33.260000000000005
0.66,759.5,318.5,220.5,3.5,4,0.4,1,33.370000000000005
0.66,759.5,318.5,220.5,3.5,5,0.4,1,33.18
0.64,784.0,343.0,220.5,3.5,2,0.4,1,42.239999999999995
0.64,784.0,343.0,220.5,3.5,3,0.4,1,42.09
0.64,784.0,343.0,220.5,3.5,4,0.4,1,42.2
0.64,784.0,343.0,220.5,3.5,5,0.4,1,41.95
0.62,808.5,367.5,220.5,3.5,2,0.4,1,32.29
0.62,808.5,367.5,220.5,3.5,3,0.4,1,34.38
0.62,808.5,367.5,220.5,3.5,4,0.4,1,34.29
0.62,808.5,367.5,220.5,3.5,5,0.4,1,34.34
0.98,514.5,294.0,110.25,7.0,2,0.4,2,65.78
0.98,514.5,294.0,110.25,7.0,3,0.4,2,65.84
0.98,514.5,294.0,110.25,7.0,4,0.4,2,66.18
0.98,514.5,294.0,110.25,7.0,5,0.4,2,66.5
0.9,563.5,318.5,122.5,7.0,2,0.4,2,74.19
0.9,563.5,318.5,122.5,7.0,3,0.4,2,71.96000000000001
0.9,563.5,318.5,122.5,7.0,4,0.4,2,71.0
0.9,563.5,318.5,122.5,7.0,5,0.4,2,76.35
0.86,588.0,294.0,147.0,7.0,2,0.4,2,67.96
0.86,588.0,294.0,147.0,7.0,3,0.4,2,63.27
0.86,588.0,294.0,147.0,7.0,4,0.4,2,64.41
0.86,588.0,294.0,147.0,7.0,5,0.4,2,68.5
0.82,612.5,318.5,147.0,7.0,2,0.4,2,59.29
0.82,612.5,318.5,147.0,7.0,3,0.4,2,57.42
0.82,612.5,318.5,147.0,7.0,4,0.4,2,57.59
0.82,612.5,318.5,147.0,7.0,5,0.4,2,60.93000000000001
0.79,637.0,343.0,147.0,7.0,2,0.4,2,87.23
0.79,637.0,343.0,147.0,7.0,3,0.4,2,82.50999999999999
0.79,637.0,343.0,147.0,7.0,4,0.4,2,81.58000000000001
0.79,637.0,343.0,147.0,7.0,5,0.4,2,89.95
0.76,661.5,416.5,122.5,7.0,2,0.4,2,80.25999999999999
0.76,661.5,416.5,122.5,7.0,3,0.4,2,80.55
0.76,661.5,416.5,122.5,7.0,4,0.4,2,81.03999999999999
0.76,661.5,416.5,122.5,7.0,5,0.4,2,80.12
0.74,686.0,245.0,220.5,3.5,2,0.4,2,30.97
0.74,686.0,245.0,220.5,3.5,3,0.4,2,31.38
0.74,686.0,245.0,220.5,3.5,4,0.4,2,31.169999999999998
0.74,686.0,245.0,220.5,3.5,5,0.4,2,31.53
0.71,710.5,269.5,220.5,3.5,2,0.4,2,31.47
0.71,710.5,269.5,220.5,3.5,3,0.4,2,32.03
0.71,710.5,269.5,220.5,3.5,4,0.4,2,31.67
0.71,710.5,269.5,220.5,3.5,5,0.4,2,32.22
0.69,735.0,294.0,220.5,3.5,2,0.4,2,31.19
0.69,735.0,294.0,220.5,3.5,3,0.4,2,31.720000000000002
0.69,735.0,294.0,220.5,3.5,4,0.4,2,31.560000000000002
0.69,735.0,294.0,220.5,3.5,5,0.4,2,31.839999999999996
0.66,759.5,318.5,220.5,3.5,2,0.4,2,33.19
0.66,759.5,318.5,220.5,3.5,3,0.4,2,33.18
0.66,759.5,318.5,220.5,3.5,4,0.4,2,33.45
0.66,759.5,318.5,220.5,3.5,5,0.4,2,33.45
0.64,784.0,343.0,220.5,3.5,2,0.4,2,40.92
0.64,784.0,343.0,220.5,3.5,3,0.4,2,40.95
0.64,784.0,343.0,220.5,3.5,4,0.4,2,40.989999999999995
0.64,784.0,343.0,220.5,3.5,5,0.4,2,41.05
0.62,808.5,367.5,220.5,3.5,2,0.4,2,34.120000000000005
0.62,808.5,367.5,220.5,3.5,3,0.4,2,34.61
0.62,808.5,367.5,220.5,3.5,4,0.4,2,34.120000000000005
0.62,808.5,367.5,220.5,3.5,5,0.4,2,34.14
0.98,514.5,294.0,110.25,7.0,2,0.4,3,65.6
0.98,514.5,294.0,110.25,7.0,3,0.4,3,65.93
0.98,514.5,294.0,110.25,7.0,4,0.4,3,66.09
0.98,514.5,294.0,110.25,7.0,5,0.4,3,66.75
0.9,563.5,318.5,122.5,7.0,2,0.4,3,71.5
0.9,563.5,318.5,122.5,7.0,3,0.4,3,69.99000000000001
0.9,563.5,318.5,122.5,7.0,4,0.4,3,68.87
0.9,563.5,318.5,122.5,7.0,5,0.4,3,67.6
0.86,588.0,294.0,147.0,7.0,2,0.4,3,66.5
0.86,588.0,294.0,147.0,7.0,3,0.4,3,66.82
0.86,588.0,294.0,147.0,7.0,4,0.4,3,62.16
0.86,588.0,294.0,147.0,7.0,5,0.4,3,63.44
0.82,612.5,318.5,147.0,7.0,2,0.4,3,61.1
0.82,612.5,318.5,147.0,7.0,3,0.4,3,60.32
0.82,612.5,318.5,147.0,7.0,4,0.4,3,59.239999999999995
0.82,612.5,318.5,147.0,7.0,5,0.4,3,58.55
0.79,637.0,343.0,147.0,7.0,2,0.4,3,87.69999999999999
0.79,637.0,343.0,147.0,7.0,3,0.4,3,85.47999999999999
0.79,637.0,343.0,147.0,7.0,4,0.4,3,81.30000000000001
0.79,637.0,343.0,147.0,7.0,5,0.4,3,80.31
0.76,661.5,416.5,122.5,7.0,2,0.4,3,77.49000000000001
0.76,661.5,416.5,122.5,7.0,3,0.4,3,78.32
0.76,661.5,416.5,122.5,7.0,4,0.4,3,78.55
0.76,661.5,416.5,122.5,7.0,5,0.4,3,79.78
0.74,686.0,245.0,220.5,3.5,2,0.4,3,30.049999999999997
0.74,686.0,245.0,220.5,3.5,3,0.4,3,29.61
0.74,686.0,245.0,220.5,3.5,4,0.4,3,30.67
0.74,686.0,245.0,220.5,3.5,5,0.4,3,30.380000000000003
0.71,710.5,269.5,220.5,3.5,2,0.4,3,30.18
0.71,710.5,269.5,220.5,3.5,3,0.4,3,29.5
0.71,710.5,269.5,220.5,3.5,4,0.4,3,30.64
0.71,710.5,269.5,220.5,3.5,5,0.4,3,29.96
0.69,735.0,294.0,220.5,3.5,2,0.4,3,30.67
0.69,735.0,294.0,220.5,3.5,3,0.4,3,30.4
0.69,735.0,294.0,220.5,3.5,4,0.4,3,31.32
0.69,735.0,294.0,220.5,3.5,5,0.4,3,31.1
0.66,759.5,318.5,220.5,3.5,2,0.4,3,32.2
0.66,759.5,318.5,220.5,3.5,3,0.4,3,32.81
0.66,759.5,318.5,220.5,3.5,4,0.4,3,32.82
0.66,759.5,318.5,220.5,3.5,5,0.4,3,33.12
0.64,784.0,343.0,220.5,3.5,2,0.4,3,39.260000000000005
0.64,784.0,343.0,220.5,3.5,3,0.4,3,39.43
0.64,784.0,343.0,220.5,3.5,4,0.4,3,40.019999999999996
0.64,784.0,343.0,220.5,3.5,5,0.4,3,39.99
0.62,808.5,367.5,220.5,3.5,2,0.4,3,33.37
0.62,808.5,367.5,220.5,3.5,3,0.4,3,33.49
0.62,808.5,367.5,220.5,3.5,4,0.4,3,33.11
0.62,808.5,367.5,220.5,3.5,5,0.4,3,32.739999999999995
0.98,514.5,294.0,110.25,7.0,2,0.4,4,65.80000000000001
0.98,514.5,294.0,110.25,7.0,3,0.4,4,65.73
0.98,514.5,294.0,110.25,7.0,4,0.4,4,66.16
0.98,514.5,294.0,110.25,7.0,5,0.4,4,66.62
0.9,563.5,318.5,122.5,7.0,2,0.4,4,70.43
0.9,563.5,318.5,122.5,7.0,3,0.4,4,75.65
0.9,563.5,318.5,122.5,7.0,4,0.4,4,74.62
0.9,563.5,318.5,122.5,7.0,5,0.4,4,72.67
0.86,588.0,294.0,147.0,7.0,2,0.4,4,63.910000000000004
0.86,588.0,294.0,147.0,7.0,3,0.4,4,67.86
0.86,588.0,294.0,147.0,7.0,4,0.4,4,68.36
0.86,588.0,294.0,147.0,7.0,5,0.4,4,63.75
0.82,612.5,318.5,147.0,7.0,2,0.4,4,57.129999999999995
0.82,612.5,318.5,147.0,7.0,3,0.4,4,60.400000000000006
0.82,612.5,318.5,147.0,7.0,4,0.4,4,59.78
0.82,612.5,318.5,147.0,7.0,5,0.4,4,57.95
0.79,637.0,343.0,147.0,7.0,2,0.4,4,81.1
0.79,637.0,343.0,147.0,7.0,3,0.4,4,89.32
0.79,637.0,343.0,147.0,7.0,4,0.4,4,87.55
0.79,637.0,343.0,147.0,7.0,5,0.4,4,82.52000000000001
0.76,661.5,416.5,122.5,7.0,2,0.4,4,81.03999999999999
0.76,661.5,416.5,122.5,7.0,3,0.4,4,80.07
0.76,661.5,416.5,122.5,7.0,4,0.4,4,80.45
0.76,661.5,416.5,122.5,7.0,5,0.4,4,80.88
0.74,686.0,245.0,220.5,3.5,2,0.4,4,30.979999999999997
0.74,686.0,245.0,220.5,3.5,3,0.4,4,31.22
0.74,686.0,245.0,220.5,3.5,4,0.4,4,31.22
0.74,686.0,245.0,220.5,3.5,5,0.4,4,31.759999999999998
0.71,710.5,269.5,220.5,3.5,2,0.4,4,31.450000000000003
0.71,710.5,269.5,220.5,3.5,3,0.4,4,31.9
0.71,710.5,269.5,220.5,3.5,4,0.4,4,31.700000000000003
0.71,710.5,269.5,220.5,3.5,5,0.4,4,32.4
0.69,735.0,294.0,220.5,3.5,2,0.4,4,31.349999999999998
0.69,735.0,294.0,220.5,3.5,3,0.4,4,31.5
0.69,735.0,294.0,220.5,3.5,4,0.4,4,31.43
0.69,735.0,294.0,220.5,3.5,5,0.4,4,32.1
0.66,759.5,318.5,220.5,3.5,2,0.4,4,33.2
0.66,759.5,318.5,220.5,3.5,3,0.4,4,33.11
0.66,759.5,318.5,220.5,3.5,4,0.4,4,33.45
0.66,759.5,318.5,220.5,3.5,5,0.4,4,33.54
0.64,784.0,343.0,220.5,3.5,2,0.4,4,40.739999999999995
0.64,784.0,343.0,220.5,3.5,3,0.4,4,40.67
0.64,784.0,343.0,220.5,3.5,4,0.4,4,41.25
0.64,784.0,343.0,220.5,3.5,5,0.4,4,41.33
0.62,808.5,367.5,220.5,3.5,2,0.4,4,33.540000000000006
0.62,808.5,367.5,220.5,3.5,3,0.4,4,33.69
0.62,808.5,367.5,220.5,3.5,4,0.4,4,33.519999999999996
0.62,808.5,367.5,220.5,3.5,5,0.4,4,33.56
0.98,514.5,294.0,110.25,7.0,2,0.4,5,65.72
0.98,514.5,294.0,110.25,7.0,3,0.4,5,65.94999999999999
0.98,514.5,294.0,110.25,7.0,4,0.4,5,65.97
0.98,514.5,294.0,110.25,7.0,5,0.4,5,66.74
0.9,563.5,318.5,122.5,7.0,2,0.4,5,69.61
0.9,563.5,318.5,122.5,7.0,3,0.4,5,68.15
0.9,563.5,318.5,122.5,7.0,4,0.4,5,73.50999999999999
0.9,563.5,318.5,122.5,7.0,5,0.4,5,72.51
0.86,588.0,294.0,147.0,7.0,2,0.4,5,62.0
0.86,588.0,294.0,147.0,7.0,3,0.4,5,63.01
0.86,588.0,294.0,147.0,7.0,4,0.4,5,67.38
0.86,588.0,294.0,147.0,7.0,5,0.4,5,67.77000000000001
0.82,612.5,318.5,147.0,7.0,2,0.4,5,59.93
0.82,612.5,318.5,147.0,7.0,3,0.4,5,59.06
0.82,612.5,318.5,147.0,7.0,4,0.4,5,62.900000000000006
0.82,612.5,318.5,147.0,7.0,5,0.4,5,62.46
0.79,637.0,343.0,147.0,7.0,2,0.4,5,80.67
0.79,637.0,343.0,147.0,7.0,3,0.4,5,79.66
0.79,637.0,343.0,147.0,7.0,4,0.4,5,88.1
0.79,637.0,343.0,147.0,7.0,5,0.4,5,85.66
0.76,661.5,416.5,122.5,7.0,2,0.4,5,78.19
0.76,661.5,416.5,122.5,7.0,3,0.4,5,79.52
0.76,661.5,416.5,122.5,7.0,4,0.4,5,77.1
0.76,661.5,416.5,122.5,7.0,5,0.4,5,78.03999999999999
0.74,686.0,245.0,220.5,3.5,2,0.4,5,31.1
0.74,686.0,245.0,220.5,3.5,3,0.4,5,30.810000000000002
0.74,686.0,245.0,220.5,3.5,4,0.4,5,31.11
0.74,686.0,245.0,220.5,3.5,5,0.4,5,31.09
0.71,710.5,269.5,220.5,3.5,2,0.4,5,28.02
0.71,710.5,269.5,220.5,3.5,3,0.4,5,27.21
0.71,710.5,269.5,220.5,3.5,4,0.4,5,28.09
0.71,710.5,269.5,220.5,3.5,5,0.4,5,27.73
0.69,735.0,294.0,220.5,3.5,2,0.4,5,30.75
0.69,735.0,294.0,220.5,3.5,3,0.4,5,30.15
0.69,735.0,294.0,220.5,3.5,4,0.4,5,30.909999999999997
0.69,735.0,294.0,220.5,3.5,5,0.4,5,30.95
0.66,759.5,318.5,220.5,3.5,2,0.4,5,32.6
0.66,759.5,318.5,220.5,3.5,3,0.4,5,32.71
0.66,759.5,318.5,220.5,3.5,4,0.4,5,32.47
0.66,759.5,318.5,220.5,3.5,5,0.4,5,33.22
0.64,784.0,343.0,220.5,3.5,2,0.4,5,38.510000000000005
0.64,784.0,343.0,220.5,3.5,3,0.4,5,38.400000000000006
0.64,784.0,343.0,220.5,3.5,4,0.4,5,38.870000000000005
0.64,784.0,343.0,220.5,3.5,5,0.4,5,39.28
0.62,808.5,367.5,220.5,3.5,2,0.4,5,33.42
0.62,808.5,367.5,220.5,3.5,3,0.4,5,33.55
0.62,808.5,367.5,220.5,3.5,4,0.4,5,33.09
0.62,808.5,367.5,220.5,3.5,5,0.4,5,32.67
